seed,drug_id,cutoff_month,p,q,m,fallback,start_config
94721,ANL_031,9,0.0008679308438111587,0.049037254706724646,38351699.99999995,False,"(0.01, 0.1)"
94721,ANL_031,12,0.0006204366283449308,0.04453899751441525,54520999.99984389,False,"(0.01, 0.1)"
94721,ANL_031,18,0.00412611084010265,0.05106908861464303,8134876.777706419,False,"(0.01, 0.1)"
94721,ANL_032,6,0.023662891348586422,0.10435392561660461,2241254.4845148902,False,"(0.005, 0.1)"
94721,ANL_032,9,0.0008053917266455442,0.06299658978237672,67104999.99998256,False,"(0.01, 0.1)"
94721,ANL_032,12,0.0005385215659642015,0.06439493539883827,99597399.99991246,False,"(0.05, 0.2)"
94721,ANL_032,18,0.00028451308343423225,0.0652262264526326,187522399.9989509,False,"(0.05, 0.5)"
94721,ANL_033,6,0.021034098576815746,0.09020756603211838,3986916.312006544,False,"(0.01, 0.3)"
94721,ANL_033,9,0.0008521862449821086,0.05249657423780958,101064999.97907576,False,"(0.005, 0.1)"
94721,ANL_033,12,0.0005664500366742298,0.05736805533413958,148506199.99999866,False,"(0.05, 0.2)"
94721,ANL_033,18,0.004256527275661484,0.06275048624317256,19798473.270824526,False,"(0.005, 0.1)"
94721,ANL_034,6,0.05362203858916562,0.2265810200394205,427097.09890133375,False,"(0.02, 0.2)"
94721,ANL_034,9,0.02573751994177331,0.10699096169308032,1018539.841398371,False,"(0.001, 0.05)"
94721,ANL_034,12,0.0005905465195373439,0.0515474368308979,46814699.99887056,False,"(0.01, 0.3)"
94721,ANL_034,18,0.009041316700234612,0.06805739768769582,3009683.770272667,False,"(0.01, 0.1)"
94721,ANL_035,6,0.001315194465125059,0.06761582526665413,14199499.999999952,False,"(0.01, 0.3)"
94721,ANL_035,9,0.0007586023050717641,0.07397623630040787,23989399.999999978,False,"(0.05, 0.5)"
94721,ANL_035,12,0.006425105001269201,0.08184996444934849,2844549.7671355107,False,"(0.05, 0.2)"
94721,ANL_035,18,0.003757093521899648,0.07197062949211447,5004098.203235854,False,"(0.02, 0.2)"
94721,ANL_036,6,0.0013899056538639908,0.05253897958884882,100551199.99999815,False,"(0.001, 0.05)"
94721,ANL_036,9,0.01723138011405298,0.07705681806925463,8029750.1041715555,False,"(0.001, 0.05)"
94721,ANL_036,12,0.000603697854859429,0.048430293657173655,233291299.9901233,False,"(0.001, 0.05)"
94721,ANL_036,18,0.005628134083985953,0.05561942910212148,25025936.529601503,False,"(0.001, 0.05)"
